V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_5A0lIGqUgAs6vE9,not random,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2015
R_5AriDhUn2rvsutn,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5aubw1Qfi15nFlv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_5AWhuM4AlY6ugsd,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2015
R_5AwMtS2TxVsM29v,random,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2015
R_5axmjJ8NqlXj2jH,not random,2,NA,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_5baVo7W1ujlsCrj,random,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2015
R_5BJj1ShOVs9atEx,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_5BWtJUb4TqjQ4O9,random,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2015
R_5cELQPyLoKwxVaJ,random,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2015
R_5cjBx04gjeGMlbD,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_5cnmypGKepdfXHD,random,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2015
R_5cY59gOtPYoEpV3,random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5d3KPsBG8amLXb7,random,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2015
R_5dNdeVK5HPGM6Wx,random,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_5dxIBURFFqfvYk5,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5gpAZu4E4B8Z0y1,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2015
R_5gvNcr7MM7U26j3,not random,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2015
R_5hjAv3suvylLEq1,random,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2015
R_5hyuNWTPIznT2hT,not random,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2015
R_5iI06RtDnLEtGPX,not random,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2015
R_5iQjO8i9sTeL34F,random,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2015
R_5itaDx6sCitbOw5,random,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2015
R_5jcQBWj81dYHHLL,not random,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2015
R_5jd1dfzbdSmrSst,random,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2015
R_5jNEaZgdBODCEZv,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_5jOBIdkT72FLpfD,not random,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_5joKo0dd6V2epOB,random,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2015
R_5jW25Lzroz79wep,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_5jXHeROUOey9iqp,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5jypnnp06nSoNOB,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5jZdJzTopQHC0gB,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_5mTakdXMOmpqRAV,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_5mYnJHlLwvcMaG1,random,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2015
R_5mySSrZ0wKqFaD3,random,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2015
R_5mzAZUxdZ8OYg85,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5nccv37jfNa8thz,not random,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5nYvg4qI3O8tOyR,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_5o61lf6nhBuh4vH,random,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2015
R_5oHBpMz9V7RW7jH,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2015
R_5oJn3J1Rx0cf84l,not random,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2015
R_5oKmltlRA0If6Tj,random,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2015
R_5ooGPuoBFFqeq8F,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_5opWMgvB1vvoEn3,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_5p9dL1vflrsLRfn,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_5pPHdys878ZQtAF,random,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2015
R_5pVUQuXGXDQLZUp,not random,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2015
R_5ssf90zBa5LRZrf,random,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_5suZ5VmNJJc9thD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_5svwE5jTZpLOs7j,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_5tAYqRJnfNFpmkt,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_5tg07hr7m9FTgOx,random,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2015
R_5tnHQoFTLoDOd7L,random,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_5u2uNHjWSgFicYd,random,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2015
R_5uaRsZbe8tn1UHP,random,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_5uKp1ccwHjowqAR,random,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_5uRlHUvnBgmwJqx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_5vAEn8fmG7Y1te5,random,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2015
R_5w4MdDbSsUdTqEl,random,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2015
R_5yDyeOxB6P0DNcN,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_5zF2iUWAMGltynf,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_5znnAnzQuXPpTs9,not random,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_5zNtSf6oPxPop7v,random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_6A4w8fofSMgQQRL,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_6Al8etmBGYuiqW1,not random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6D53XY5M7T4klP7,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_6EcJbmRFkrnm19z,random,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2015
R_6EjdL25L9mGZ3qR,not random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,NA,1,1,1,1,2015
R_6ERZ5MVmVymaNyB,random,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2015
R_6eVdGWYtS208AO9,not random,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2015
R_6fhHTdz4Abo9W29,random,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2015
R_6FsdjaGZYJRhFJf,not random,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_6fXGFfsnM0Bpf45,not random,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_6G0fgIqPTkDCpg1,random,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_6G2acAKRZeyIO2N,not random,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2015
R_6G3CYGnYuTJRotj,not random,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_6g7LTiusfh9NYUt,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_6GaUfbBpOHMhdsN,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6Gds1sJBnwhNCwl,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_6gGNlFOb5gBfDWh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6gSwkYu4iBdM1gZ,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6GuW3vZtD4NH6vz,random,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_6gxibw89KL8AdDr,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_6hawjANDqJqts2N,random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6hFm7Vy2keVchTL,random,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2015
R_6hPG2U0vVfqJcRz,not random,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2015
R_6ilqI28U0Hq3W97,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_6J4bq9OVK6Nq7Qt,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6JYxtqVduklLj2B,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_6K9S20VqSY0u8kZ,not random,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2015
R_6Kfzu05luC1abh7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6KhyVhwe8mwREoZ,not random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_6lIUNgEOXCU7gs1,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6LjxzWgvthfE83r,random,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2015
R_6LLNBJaueTpDErz,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_6lM9owwvDeHgzch,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_6lmLshHEqIfCuxf,random,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_6Lmn9wiivA1MYmJ,not random,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2015
R_6lNq9UNfCafoX9X,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6lOTlQW6jgqsCln,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_6LriE3kFzTeJYTH,not random,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_6M9jvC9KhYHnUj3,random,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2015
R_6myAIOXV892oZuZ,random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_6nWuH3Z7LEnCoGF,random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_6o5uCN9WHcZ1EeV,not random,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2015
R_6PEVFEJI6Qg8ssZ,random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_6PtGSz22pSJ0O4B,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_6PVvKQNk5iG8O8J,not random,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2015
R_6PwpgIxAJftWcrr,random,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2015
R_6QGdym6iomvtI9v,random,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2015
R_6Qio5vo00hb9e3b,not random,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2015
R_6QpMabH5mOgUzQh,random,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2015
R_6qUMcIe2xeIWkiF,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_6r1fs917loTGvfT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_6r3qLpZBdv1mC5T,not random,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2015
R_6R4L3z9IoySdjtT,random,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_6R7piKbWQcZBWpn,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6RI50losrWUm6IN,not random,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2015
R_6rLoAQ1WWhLDxzv,random,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2015
R_6rN8orr9gCK19iF,not random,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_6RqHiAcIAr2qfgV,random,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2015
R_6RU4mE3TfqusX5z,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6SBErxYNEjC0y5j,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6sfcAWIGUITwfJP,random,1,2,1,NA,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2015
R_6ShyVr98oKBpzNf,random,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2015
R_6SxWHBMUeC5W3ch,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6tGxUi7thYU4S7b,not random,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2015
R_6tzn0HRXQhbZgbL,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_6VBNnQ3HbafGVjD,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6VjQxHUNt2UDtwV,not random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_6W0AocmAy2Q2D0F,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6WnTCVIGsZwYt5r,not random,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_6X1GWdhXhaL6Kq1,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_6X4sQpKwQ02JmBL,random,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2015
R_6xLHXxSSfTSA8cd,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_6XMssoTXC5HEYDj,not random,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2015
R_6y67nIoChcfmxjD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_6yDdS36Hwm12Hwp,random,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_6yDplnqRdinRPtH,random,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2015
R_6YEH5Ee13VLsasN,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_6YhzwJjFS6bot2l,not random,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_6ySosc0y5jfUUuh,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_6z1abz4BwR46oVn,not random,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2015
R_6z1nsyPzrzYNxzL,random,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_71EkYoUFNddpj7H,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_71kgypDTzwXcNgd,random,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2015
R_71WhmrFW3TtXPYp,random,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2015
R_71YCetsyPc7Zptj,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_7207gqWAN8Ti3Wd,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_723QX5HvXpp7erb,random,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2015
R_72pMcvZZa2q8MXr,random,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2015
R_72QRuq13a2f4hDb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_735oULeoJdya9Uh,random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_73AkZCnWTsoD9LT,random,1,1,1,NA,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2015
R_73g1WaZGzgGaTKR,not random,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2015
R_73Nkxp8jEs9ZVnD,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_74HwzzoqTrqSGhv,random,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_74K2UkDtsURaD0p,random,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2015
R_78Is4IK4XwudLKt,random,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2015
R_78xUPIpaxEtkESx,not random,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_798kdsBfkum96Cx,random,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2015
R_79BLzZd3YlR2Hel,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_79Ty1k5IZOk5a05,random,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_7a198MScZu0FEmB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_7aB4mbxTEqUzePb,not random,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2015
R_7aCHPvT6CH9xC4d,not random,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_7aCsY6Y4oqhy3Pv,not random,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2015
R_7aFWtkGlAsEskT3,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_7ajvbx8E0kM6iUd,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_7alpWjsWVdWVZgp,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_7aluRSv2HEbc2Oh,random,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2015
R_7NBiRLsgPgBjHtD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_7NGOBRUtVRA5x6l,not random,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_7O3d9bBkpVHtEfr,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_7PN6C9rtH11zSyp,random,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2015
R_7PpHdqMkOIFq2uV,random,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_7PwZAMVbgjfcQ2V,random,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2015
R_7PxquLOcwJZGngF,random,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2015
R_7QBdmzbi9UMrqyR,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_7QEBUKiq496InoV,not random,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_7QYyP8n3YHGDFVX,random,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2015
R_7TD1MjQWi9NeRdX,random,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2015
R_7U6kltUsPwwvPQ9,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_7U9fO5o82fi4tFP,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_7UQXVF7Z6c0tOZv,not random,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2015
R_7V6Ja4LIfs3UHZz,random,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_7Vg1YrhbJS9m7pH,random,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2015
R_7WFjMcRsbYQ1n21,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_7X76eadYd8YH0Hz,random,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2015
R_7ZDZdzzrJwXIFDf,random,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_7ZFtnQo2SjWxM7r,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_803aPRUPmFp9WtL,not random,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2015
R_80TMd9mLVC7UqOh,random,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2015
R_81bguASwW8zHJlz,not random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_81G9P7wBObARcIN,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_81gVXPcI9qxSvL7,random,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2015
R_820168JcYTkPIEd,random,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2015
R_82KM5olTLKWB0lD,random,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2015
R_82PP4PrnuBY1bVP,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2015
R_862Lt1YO2Tky0L3,random,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2015
R_86AlxyzxQg7ADsd,random,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2015
R_86cQKMwoARF6Lfn,random,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2015
R_86dcmODtZ1P7JRz,not random,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2015
R_86WeuPtUyvX0u69,random,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_86WmZAxasZyuHxn,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_87BbgIzFDB6EbOZ,not random,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2015
R_87EkM9aGIUspfW5,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_87fj3qLz6LuHihP,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_87ixC9k6BxOVczz,random,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2015
R_88GaaIJsG6turFX,random,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2015
R_88knTbzHV3GHqpn,random,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2015
R_88lzDVLwLHhYQkd,not random,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2015
R_88v73Nkmp6Fcrpb,random,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2015
